ConsumptionRatingText,FirstRegYear,Doors,InteriorColorText,Co2EmissionText,FirstRegMonth,Seats,ConsumptionTotalText,Ccm,ConditionTypeText,Properties,BodyColorText,DriveTypeText,TransmissionTypeText,Km,Hp,BodyTypeText,FuelTypeText,City,MakeText,ModelText,ModelTypeText,TypeName,TypeNameFull,entity_id
null,1967,2,schwarz,null,6,2,null,5351,Occasion,"""Ab MFK""",violett mét.,Hinterradantrieb,Schaltgetriebe,21300,0,Coupé,Benzin,Zuzwil,CHEVROLET,CORVETTE,CORVETTE C2,C2,CHEVROLET CORVETTE C2,589a8a7e-5bae-4284-b577-090df48ec61d
null,1982,3,beige,null,3,4,null,1397,Occasion,"""Ab MFK""",violett mét.,Vorderradantrieb,Schaltgetriebe manuell,77900,108,Kleinwagen,Benzin,Zuzwil,RENAULT,R5,R5 1400 Alpine Turbo,R5 1400 Alpine Turbo,RENAULT R5 1400 Alpine Turbo,6b6a62b1-a373-4080-9207-6040f120bf7d
null,1997,4,schwarz,315 g/km,3,5,13.5 l/100km,4973,Occasion,"""Ab MFK""",violett mét.,Hinterradantrieb,Automat,67400,347,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,E 50 AMG,E 50 AMG Avantgarde,E 50 AMG Avantgarde,MERCEDES-BENZ E 50 AMG Avantgarde,c9a50581-dea8-486b-ab0c-219412ec378e
null,1999,2,bordeaux,575 g/km,1,2,24.9 l/100km,5707,Occasion,null,violett mét.,Hinterradantrieb,Schaltgetriebe manuell,44500,530,Coupé,Benzin,Porrentruy,LAMBORGHINI,DIABLO,Diablo 5.7 SV,Diablo 5.7 SV,LAMBORGHINI Diablo 5.7 SV,422ec9d2-d24c-47dc-8bb4-feabaaed4519
G,1999,4,schwarz,320 g/km,10,5,13.4 l/100km,4966,Occasion,"""Ab MFK""",violett mét.,Hinterradantrieb,Automat,32000,306,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,S 500,S 500,S 500,MERCEDES-BENZ S 500,04421ec3-9127-4680-8d41-ff73efb9de29
null,2002,2,beige,400 g/km,7,4,17.5 l/100km,4244,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Automatik-Getriebe,95300,390,Coupé,Benzin,Zuzwil,MASERATI,COUPÉ GT,Coupé GT,Coupé GT,MASERATI Coupé GT,e085cdd4-4883-4bb9-a6b5-88fed87b93a8
G,2010,2,schwarz,312 g/km,7,2,13.2 l/100km,4735,Vorführmodell,"""Ab MFK""",weiss,Hinterradantrieb,Automatisiertes Schaltgetriebe,9000,426,Cabriolet,Benzin,Zuzwil,ASTON MARTIN,V8 Vantage,V8 Vantage 4.7,V8 Vantage 4.7,ASTON MARTIN V8 Vantage 4.7,9dc4bcb9-1626-4964-82d9-0d3b3e1a234f
G,2002,5,schwarz,288 g/km,2,5,10.9 l/100km,3996,Occasion,"""Ab MFK""",weiss,Allrad,Automat,148300,250,SUV / Geländewagen,Diesel,Zuzwil,MERCEDES-BENZ,ML 400,ML 400 CDI,ML 400 CDI,MERCEDES-BENZ ML 400 CDI,9780e1f3-bb6d-4f34-b951-ed6d66d447b8
G,2014,5,schwarz,229 g/km,4,5,9.8 l/100km,3993,Neu,"""Ab MFK"", ""Tuning""",blau mét.,Allrad,Automat sequentiell,100,560,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant 4.0 TFSI V8 qu,RS6 Avant 4.0 TFSI V8 qu,AUDI RS6 Avant 4.0 TFSI V8 qu,0a15979f-b72f-4f19-85d9-e7f02242279b
null,1977,4,mehrfarbig,null,6,5,null,1997,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Schaltgetriebe manuell,10800,128,Limousine,Benzin,Zuzwil,TRIUMPH,Dolomite,Dolomite Sprint,Sprint,TRIUMPH Dolomite Sprint,13f82e52-88d1-4959-a194-d5bc7c6f14bc
null,2003,5,schwarz,380 g/km,3,5,15.8 l/100km,4511,Occasion,"""Ab MFK""",weiss,Allrad,Automatik-Getriebe,115000,340,SUV / Geländewagen,Benzin,Zuzwil,PORSCHE,CAYENNE,Cayenne S,Cayenne S,PORSCHE Cayenne S,2d1bd4c2-fa20-4ef6-9c1f-94c6e786ca44
G,2003,2,braun,430 g/km,5,2,18.6 l/100km,4244,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Automatisiertes Schaltgetriebe,78300,390,Cabriolet,Benzin,Zuzwil,MASERATI,SPYDER GT,Spyder GT,Spyder GT,MASERATI Spyder GT,89639f4f-aa6a-4f64-8ca6-dc8486fd8237
null,2004,4,schwarz,233 g/km,2,5,9.7 l/100km,2976,Occasion,"""Ab MFK""",weiss,Vorderradantrieb,Automatik-Getriebe,95300,220,Limousine,Benzin,Zuzwil,AUDI,A4,A4 3.0 V6,A4 3.0 V6,AUDI A4 3.0 V6,1fb9afcb-aac9-4b6a-833d-c47410ed3853
G,2003,4,beige,288 g/km,9,5,12.0 l/100km,4172,Occasion,"""Ab MFK""",weiss,Allrad,Automat sequentiell,101300,335,Limousine,Benzin,Zuzwil,AUDI,A8,A8 4.2 quattro,A8 4.2 quattro,AUDI A8 4.2 quattro,80f366e6-3406-46ec-89c7-5473facd2ab8
null,1979,2,blau,null,11,0,null,2663,Oldtimer,"""Ab MFK""",weiss,Hinterradantrieb,Schaltgetriebe,11200,150,Coupé,Benzin,Zuzwil,RENAULT,ALPINE,ALPINE A310 2700 VA,A310 2700 VA,RENAULT ALPINE A310 2700 VA,4859645c-6b85-42b5-9ad0-779e673df63c
G,2007,2,schwarz,499 g/km,5,2,21.8 l/100km,5748,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Schaltgetriebe manuell,26000,517,Coupé,Benzin,Zuzwil,FERRARI,575M,575M,575M,FERRARI 575M,67f30c24-1880-47ee-9cf0-9a9166e04849
G,2003,2,anthrazit,346 g/km,1,2,14.4 l/100km,5513,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Automat,43000,500,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,87fb5029-2ef6-4fcc-adf7-3f21a179b39b
G,2001,2,null,304 g/km,11,4,12.7 l/100km,5439,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Automat,47500,347,Coupé,Benzin,Zuzwil,MERCEDES-BENZ,CLK 55 AMG,CLK 55 AMG Avantgarde,CLK 55 AMG Avantgarde,MERCEDES-BENZ CLK 55 AMG Avantgarde,ed581d79-27fe-42c2-8387-732175db9b5e
G,2007,5,schwarz,378 g/km,1,5,15.7 l/100km,4511,Neu,"""Ab MFK""",weiss,Allrad,Automat sequentiell,10,450,SUV / Geländewagen,Benzin,Zuzwil,PORSCHE,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,be443257-40f8-42f6-8776-54166e2a3672
null,2003,2,blau,400 g/km,8,4,17.5 l/100km,4244,Occasion,"""Ab MFK""",blau mét.,Hinterradantrieb,Automatik-Getriebe,61400,390,Coupé,Benzin,Zuzwil,MASERATI,COUPÉ GT,Coupé GT,Coupé GT,MASERATI Coupé GT,79634eb8-b6c7-40b5-b649-f5ca61856fb0
G,2000,4,schwarz,238 g/km,9,5,9.9 l/100km,2979,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Automat,49700,231,Limousine,Benzin,Zuzwil,BMW,330,330i,330i,BMW 330i,87aab751-169c-4e44-82b9-6d8186d1011d
G,2000,2,grau,333 g/km,11,4,13.9 l/100km,5786,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Automat,94000,367,Coupé,Benzin,Zuzwil,MERCEDES-BENZ,CL 600,CL 600,CL 600,MERCEDES-BENZ CL 600,172b6539-ee26-4b93-a18d-9fddc42b905c
null,1997,4,schwarz,322 g/km,3,5,13.5 l/100km,4172,Occasion,null,weiss,Allrad,Automat,94700,300,Limousine,Benzin,Zuzwil,AUDI,A8,A8 4.2 quattro,A8 4.2 quattro,AUDI A8 4.2 quattro,424462ef-e38f-48c9-a618-ce4e0d5d7208
G,2011,2,mehrfarbig,270 g/km,7,2,11.5 l/100km,3800,Occasion,"""Ab MFK""",weiss,Allrad,Automatisiertes Schaltgetriebe,14000,530,Cabriolet,Benzin,Zuzwil,PORSCHE,911,911 Turbo S Cabrio,911 Turbo S Cabrio,PORSCHE 911 Turbo S Cabrio,692f3198-48e9-4707-8ceb-8d7855a8981f
G,2012,2,schwarz,279 g/km,3,2,12.3 l/100km,3798,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Automatisiertes Schaltgetriebe,23000,626,Coupé,Benzin,Zuzwil,McLAREN,12C,MP4-12C Coupé 3.8 V8,MP4-12C Coupé 3.8 V8,McLAREN MP4-12C Coupé 3.8 V8,dcb6ec86-2f8c-43f3-98b0-f25337095d01
G,2012,2,schwarz,275 g/km,1,2,11.8 l/100km,4497,Occasion,null,weiss,Hinterradantrieb,Automatisiertes Schaltgetriebe,11700,566,Cabriolet,Benzin,Zuzwil,FERRARI,458,458 Spider Italia 4.5 V8,458 Spider Italia 4.5 V8,FERRARI 458 Spider Italia 4.5 V8,fb9d05d5-2886-499e-8763-8632d1de9b26
G,2008,5,schwarz,333 g/km,7,5,14.0 l/100km,4991,Occasion,"""Ab MFK""",weiss,Allrad,Automat sequentiell,120000,580,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,221fa1b7-3284-49bc-b2bd-f708f8725b00
G,2007,2,beige,490 g/km,4,2,21.3 l/100km,5999,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Automatisiertes Schaltgetriebe,22000,620,Coupé,Benzin,Zuzwil,FERRARI,599,599 GTB,599 GTB,FERRARI 599 GTB,4a9f214f-24ce-4a04-8efc-cd476043d385
G,2008,4,schwarz,355 g/km,4,5,14.9 l/100km,6209,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Automat sequentiell,46000,525,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,S 63 AMG,S 63 AMG L,S 63 AMG L,MERCEDES-BENZ S 63 AMG L,b52698e5-e6c1-44c7-8c15-33770f38ffba
null,1961,2,schwarz,null,1,2,null,5351,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Schaltgetriebe manuell,67000,327,Cabriolet,Benzin,Zuzwil,CHEVROLET,CORVETTE,CORVETTE C1,C1,CHEVROLET CORVETTE C1,1e59878d-9ce6-42e2-888f-5d8f7e859e4a
null,2007,2,schwarz,null,6,0,null,3800,Occasion,"""Ab MFK""",anthrazit mét.,null,null,36000,650,Coupé,Benzin,Zuzwil,RUF,,RT 12,RT 12,RUF RT 12,ca6d3a65-2a40-42ab-ade6-a11e5ba238b8
G,2002,5,schwarz,350 g/km,10,5,14.6 l/100km,4172,Occasion,"""Ab MFK"", ""Tuning""",blau mét.,Allrad,Automat,81000,450,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,064e57d7-b273-45be-8ab2-6c1b884c88d3
G,2006,4,schwarz,296 g/km,11,5,12.6 l/100km,5461,Occasion,"""Ab MFK""",weiss,Allrad,Automat sequentiell,62300,388,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,S 500,S 500 4Matic,S 500 4Matic,MERCEDES-BENZ S 500 4Matic,a37b5ada-b13a-4a81-9c0f-d3b8fcb7adca
G,2000,4,grau,390 g/km,7,4,19.9 l/100km,4398,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Automat,34900,354,Limousine,Benzin,Zuzwil,BENTLEY,ARNAGE,Arnage Green Label,Arnage Green Label,BENTLEY Arnage Green Label,1f9fe7be-3d80-4d6e-8ca7-1c2f6a65337b
null,1998,4,grau,329 g/km,4,5,13.8 l/100km,4398,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Automat,85400,286,Limousine,Benzin,Zuzwil,BMW,740,740i,740i,BMW 740i,aa89cc3b-1621-4e7d-8856-69f9f98fcf58
null,1974,0,schwarz,null,9,2,null,5752,Occasion,null,weiss,Hinterradantrieb,Schaltgetriebe,68100,0,Limousine,Benzin,Zuzwil,DE TOMASO,PANTERA,PANTERA,null,DE TOMASO PANTERA,473c8feb-c1c8-4ddb-8838-e0c9243aab77
null,1996,4,beige,null,1,5,13.3 l/100km,3980,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Automat,99900,320,Limousine,Benzin,Zuzwil,JAGUAR,XJ,XJR 4.0 Supercharged,XJR 4.0 Supercharged,JAGUAR XJR 4.0 Supercharged,ad80e9a1-6bea-40b9-9e67-583a7f9cd993
G,2005,5,schwarz,319 g/km,12,5,13.4 l/100km,4966,Occasion,"""Ab MFK""",weiss,Allrad,Automat sequentiell,37500,306,SUV / Geländewagen,Benzin,Zuzwil,MERCEDES-BENZ,ML 500,ML 500 4Matic,ML 500 4Matic,MERCEDES-BENZ ML 500 4Matic,bfe00c9b-16f5-4ef8-a586-2aa41bbd9d6d
null,1981,2,grau,null,4,0,null,2849,Occasion,null,weiss,Hinterradantrieb,Schaltgetriebe,15000,132,Coupé,Benzin,Zuzwil,DeLorean,,De Lorean DMC-12,De Lorean DMC-12,DeLorean De Lorean DMC-12,9ce36c98-316d-436c-9c1b-3f720bd90a91
G,2009,5,mehrfarbig,286 g/km,9,4,12.2 l/100km,4806,Occasion,"""Ab MFK""",weiss,Allrad,Automatisiertes Schaltgetriebe,30300,500,Limousine,Benzin,Zuzwil,PORSCHE,PANAMERA,Panamera Turbo 4.8,Panamera Turbo 4.8,PORSCHE Panamera Turbo 4.8,eae4cc08-da03-401f-bde4-a2bc05479a12
null,1974,3,mehrfarbig,null,6,2,null,981,Occasion,null,weiss,Vorderradantrieb,Schaltgetriebe,9999,57,Kleinwagen,Benzin,Zuzwil,AUTOBIANCHI,A112,A112 Abarth Serie II,Abarth Serie II,AUTOBIANCHI A112 Abarth Serie II,66c4680a-88a7-4f78-ae92-29b4be0bcb28
null,1970,2,schwarz,null,3,3,null,1290,Oldtimer,"""Ab MFK""",weiss,Hinterradantrieb,Schaltgetriebe,106000,88,Cabriolet,Benzin,Zuzwil,ALFA ROMEO,SPIDER,SPIDER 1300 Junior,1300 Junior,ALFA ROMEO SPIDER 1300 Junior,02f9db49-d5b3-487d-8c59-462ecf2ff9d3
G,2003,4,anthrazit,374 g/km,1,5,15.6 l/100km,5998,Occasion,"""Ab MFK""",blau mét.,Allrad,Automat sequentiell,37800,420,Limousine,Benzin,Zuzwil,VW,PHAETON,Phaeton 6.0 W12 4Motion,Phaeton 6.0 W12 4Motion,VW Phaeton 6.0 W12 4Motion,0dc91d93-e2b6-4a0d-942b-b7c1060b6c69
null,2007,0,mehrfarbig,null,2,5,null,0,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Automatik-Getriebe,34500,0,Pick-up,null,Zuzwil,CHEVROLET,Silverado,Silverado 2500HD 6.6l V8,2500HD 6.6l V8,CHEVROLET Silverado 2500HD 6.6l V8,74de020a-01b9-4cf1-b3f2-dec32819e8f4
G,2001,2,grau,333 g/km,1,4,13.9 l/100km,5786,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Automat,73400,367,Coupé,Benzin,Zuzwil,MERCEDES-BENZ,CL 600,CL 600,CL 600,MERCEDES-BENZ CL 600,339dbcae-0856-41da-8c18-ec60de2c7f97
null,2000,4,beige,null,10,5,null,6750,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Automatik-Getriebe,85700,405,Limousine,Benzin,Zuzwil,BENTLEY,ARNAGE,ARNAGE Red Label,Red Label,BENTLEY ARNAGE Red Label,8c1dbf7c-f455-4dd8-b16b-8095f42b91cf
G,2003,2,beige,353 g/km,9,4,14.7 l/100km,5513,Occasion,"""Ab MFK"", ""Tuning""",weiss,Hinterradantrieb,Automat,12200,500,Coupé,Benzin,Zuzwil,MERCEDES-BENZ,CL 600,CL 600,CL 600,MERCEDES-BENZ CL 600,5624d3b1-bf92-4d9e-8045-a03400aa33a1
null,1988,2,grau,null,4,4,null,2457,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Schaltgetriebe manuell,98600,185,Coupé,Benzin,Zuzwil,RENAULT,ALPINE,Alpine V6 Turbo,Alpine V6 Turbo,RENAULT Alpine V6 Turbo,281e5580-70d1-4ddb-b36c-b51a9fce80d4
G,2013,5,schwarz,214 g/km,5,5,9.2 l/100km,4663,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Automat sequentiell,10400,408,Kombi,Benzin,Zuzwil,MERCEDES-BENZ,CLS 500,CLS 500,CLS 500,MERCEDES-BENZ CLS 500,09d51a8e-a69d-40e7-b4d5-0235f480579b
G,2007,4,grau,345 g/km,9,4,14.5 l/100km,6209,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Automat sequentiell,15800,515,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,CLS 63 AMG,CLS 63 AMG,CLS 63 AMG,MERCEDES-BENZ CLS 63 AMG,de47cbf9-1316-49b9-b23e-3357d419f207
G,2008,5,schwarz,327 g/km,11,5,13.8 l/100km,3653,Vorführmodell,"""Ab MFK""",weiss,Allrad,Schaltgetriebe manuell,150,245,SUV / Geländewagen,Benzin,Zuzwil,HUMMER,H3,H3 3.7 Adventure,H3 3.7 Adventure,HUMMER H3 3.7 Adventure,ac3f198a-d2d1-417d-884e-159c12c7365a
G,2004,4,beige,385 g/km,11,5,15.9 l/100km,6749,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Automat,54000,460,Limousine,Benzin,Zuzwil,ROLLS-ROYCE,PHANTOM,Phantom 6.7 V12,Phantom 6.7 V12,ROLLS-ROYCE Phantom 6.7 V12,61d7ee5f-ff7e-4d5b-a5cf-e8b455589d73
G,2008,2,schwarz,326 g/km,2,4,13.6 l/100km,3600,Occasion,"""Ab MFK""",weiss,Allrad,Automat,73500,480,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,b1175f5d-8a55-4c0c-a6fd-22fcb04542bd
null,1999,5,beige,350 g/km,9,5,13.7 l/100km,4011,Occasion,"""Ab MFK""",blau mét.,Allrad,Automat,50100,197,SUV / Geländewagen,Benzin,Zuzwil,FORD (USA),EXPLORER,Explorer 4.0 Ltd. Edition,Explorer 4.0 Ltd. Edition,FORD (USA) Explorer 4.0 Ltd. Edition,42018b28-728d-4231-af9b-6ebbbbe79107
null,1971,2,schwarz,null,3,2,null,1255,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Schaltgetriebe,31800,0,Coupé,Benzin,Zuzwil,RENAULT,Alpine A110,Alpine A110 1300 VC Gordini,1300 VC Gordini,RENAULT Alpine A110 1300 VC Gordini,b7c5701d-0b0f-415b-a6b6-6821f44cd187
null,2001,2,beige,309 g/km,10,4,12.9 l/100km,3600,Occasion,"""Ab MFK""",weiss,Allrad,Automatik-Getriebe,30100,420,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,e260c2f7-da5e-43b1-93cb-0c2d50371632
G,2010,5,schwarz,333 g/km,1,5,14.0 l/100km,4991,Occasion,"""Ab MFK""",weiss,Allrad,Automat sequentiell,15000,700,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,46bca420-592b-4e13-853f-b9a04c8f7e14
G,2004,2,mehrfarbig,410 g/km,7,4,17.1 l/100km,5998,Occasion,"""Ab MFK""",weiss,Allrad,Automat,79700,560,Coupé,Benzin,Zuzwil,BENTLEY,CONTINENTAL,Continental GT 6.0,Continental GT 6.0,BENTLEY Continental GT 6.0,a04f5619-2343-4720-a356-1fb410d8b820
G,2003,2,schwarz,499 g/km,4,2,21.8 l/100km,5748,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Automatik-Getriebe,39000,517,Coupé,Benzin,Zuzwil,FERRARI,575M,575M,575M,FERRARI 575M,74ad8938-123f-42be-ae51-382af4417e29
null,1991,2,grau,null,1,2,null,4971,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Automat,197800,320,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,8c79eefc-d807-497d-8c0e-586e99af5ccc
G,2007,2,schwarz,174 g/km,3,2,7.3 l/100km,1798,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Schaltgetriebe manuell,6900,126,Cabriolet,Benzin,Zuzwil,MAZDA,MX-5,MX-5 1.8i 16V Confort,MX-5 1.8i 16V Confort,MAZDA MX-5 1.8i 16V Confort,6bc7ea43-a9f4-4606-8f53-48a701638f76
G,2009,5,null,333 g/km,1,5,14.0 l/100km,4991,Occasion,"""Ab MFK""",weiss,Allrad,Automat sequentiell,31500,580,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,49174420-122f-4efc-9d38-45a32e643dc3
null,1984,3,schwarz,null,11,2,null,1775,Occasion,"""Ab MFK""",weiss,Allrad,Schaltgetriebe,58950,200,Coupé,Benzin,Zuzwil,PEUGEOT,205,205 Turbo 16V,Turbo 16V,PEUGEOT 205 Turbo 16V,97ef1a45-837d-47aa-babc-3c1276c1f2a2
null,1996,4,blau,322 g/km,3,5,13.4 l/100km,4170,Occasion,"""Ab MFK""",weiss,Allrad,Automat sequentiell,143700,300,Limousine,Benzin,Zuzwil,AUDI,A8,A8 4.2 quattro,A8 4.2 quattro,AUDI A8 4.2 quattro,2b5539b0-b03c-497c-b89e-effe40967609
null,1991,4,null,null,8,5,null,4971,Occasion,"""Ab MFK""",blau mét.,Hinterradantrieb,Automat,91600,320,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,500,500 SE,500 SE,MERCEDES-BENZ 500 SE,bb0d7213-de25-4003-b21f-1c2b7221ffe8
D,2009,4,schwarz,143 g/km,2,5,5.4 l/100km,1995,Occasion,"""Ab MFK""",weiss,Allrad,Schaltgetriebe manuell,110600,177,Limousine,Diesel,Zuzwil,BMW,320,320d xDrive M-Sportpaket,320d xDrive M-Sportpaket,BMW 320d xDrive M-Sportpaket,2ae0d74c-56e6-49d9-af8e-addc2e99e8e1
null,1998,4,schwarz,241 g/km,11,5,10.0 l/100km,2793,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Automatik-Getriebe,34400,193,Limousine,Benzin,Zuzwil,BMW,728,728i,728i,BMW 728i,0d43307d-91f6-41ec-832b-f0e1843fc36c
null,1996,0,grau,null,5,2,null,3497,Occasion,"""Ab MFK""",weiss,null,Schaltgetriebe,25000,550,Coupé,null,Zuzwil,JAGUAR,XJ 220,XJ 220,null,JAGUAR XJ 220,ca562b94-adc9-4ff4-8db3-79acfb023b0a
null,2012,5,schwarz,380 g/km,6,5,15.8 l/100km,4511,Occasion,"""Ab MFK""",weiss,Allrad,Automatik-Getriebe,1000,340,SUV / Geländewagen,Benzin,Zuzwil,PORSCHE,CAYENNE,Cayenne S,Cayenne S,PORSCHE Cayenne S,b2bdb003-2064-4441-9e4a-9c5554c19839
G,2004,4,beige,385 g/km,1,5,15.9 l/100km,6749,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Automat,56000,460,Limousine,Benzin,Zuzwil,ROLLS-ROYCE,PHANTOM,Phantom 6.7 V12,Phantom 6.7 V12,ROLLS-ROYCE Phantom 6.7 V12,027ccd26-dd40-47fa-84d5-1e6ff6139441
G,2006,4,schwarz,423 g/km,1,4,17.7 l/100km,5998,Occasion,"""Ab MFK""",weiss,Allrad,Automat,43000,560,Limousine,Benzin,Zuzwil,BENTLEY,CONTINENTAL,Continental FlyingSpur6.0,Continental FlyingSpur6.0,BENTLEY Continental FlyingSpur6.0,3f8d90d2-dc16-4780-b169-9150846d57ca
G,2010,4,beige,345 g/km,8,4,14.5 l/100km,6209,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Automat sequentiell,37500,515,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,CLS 63 AMG,CLS 63 AMG,CLS 63 AMG,MERCEDES-BENZ CLS 63 AMG,9cfd2524-8a23-4176-82ec-7668ff4b51a5
null,2004,5,null,232 g/km,3,5,9.7 l/100km,1998,Occasion,"""Ab MFK""",weiss,Vorderradantrieb,Automatik-Getriebe,145000,163,Kompaktvan / Minivan,Benzin,Zuzwil,RENAULT,ESPACE,Espace 2.0 T Privilège,Espace 2.0 T Privilège,RENAULT Espace 2.0 T Privilège,50dd5d2a-d2d3-481b-8d6c-e05a710c4b62
G,1999,2,beige,299 g/km,11,4,12.5 l/100km,3996,Occasion,"""Ab MFK""",weiss,Hinterradantrieb,Automat,103000,363,Coupé,Benzin,Zuzwil,JAGUAR,XK,XKR S/C,XKR S/C,JAGUAR XKR S/C,f249e481-5578-4309-a10d-fba0cfdf0af1
null,1976,2,braun,null,7,4,null,998,Oldtimer,"""Ab MFK""",weiss,Vorderradantrieb,Schaltgetriebe manuell,44300,40,Limousine,Benzin,Safenwil,MINI,MINI,1000,1000,MINI MINI 1000,371aa34c-1432-4665-b49f-ad998a062452
G,2002,5,schwarz,350 g/km,1,5,14.6 l/100km,4966,Occasion,"""Ab MFK""",blau mét.,Allrad,Automat,20800,292,SUV / Geländewagen,Benzin,Zuzwil,MERCEDES-BENZ,ML 500,ML 500,ML 500,MERCEDES-BENZ ML 500,755c5d3e-4899-422a-851a-16d37aa9fc9c
G,2013,2,schwarz,279 g/km,3,2,12.3 l/100km,3798,Occasion,"""Ab MFK""",weiss mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,12000,625,Cabriolet,Benzin,Zuzwil,McLAREN,12C,MP4-12C Cabriolet 3.8 V8,MP4-12C Cabriolet 3.8 V8,McLAREN MP4-12C Cabriolet 3.8 V8,5f2a1a9e-a5db-4927-ba71-2a2fc4f6c6bf
null,1997,2,beige,317 g/km,2,2,13.4 l/100km,3199,Occasion,"""Ab MFK""",weiss mét.,Hinterradantrieb,Automat,70600,231,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 320,SL 320,SL 320,MERCEDES-BENZ SL 320,113b9eee-8d60-42da-af25-9aef248a07a5
null,2004,0,weiss,null,1,2,null,3499,Occasion,"""Rennwagen""",weiss mét.,Hinterradantrieb,Schaltgetriebe,1,250,Cabriolet,Benzin,Zuzwil,AGM,,WLR,WLR,AGM WLR,acecaed9-c2c5-4a93-be27-178171508885
G,2003,2,rot,340 g/km,1,2,14.2 l/100km,5439,Occasion,"""Ab MFK""",weiss mét.,Hinterradantrieb,Automat,81000,500,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,4522c424-4f91-4c87-9514-90ab866c084f
null,2006,2,rot,280 g/km,8,2,11.6 l/100km,3824,Occasion,"""Ab MFK""",weiss mét.,Hinterradantrieb,Automatik-Getriebe,29800,355,Cabriolet,Benzin,Zuzwil,PORSCHE,911,911 Carrera S Cabrio,911 Carrera S Cabrio,PORSCHE 911 Carrera S Cabrio,40d6f518-60c2-4f11-af66-046a46b32ae2
G,2001,2,anthrazit,304 g/km,11,2,12.7 l/100km,4966,Occasion,"""Ab MFK""",weiss mét.,Hinterradantrieb,Automat,15600,306,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,344a2f45-a97a-4320-80ad-18158c71bde6
