ConsumptionRatingText,FirstRegYear,Doors,InteriorColorText,Co2EmissionText,FirstRegMonth,Seats,ConsumptionTotalText,Ccm,ConditionTypeText,Properties,BodyColorText,DriveTypeText,TransmissionTypeText,Km,Hp,BodyTypeText,FuelTypeText,City,MakeText,ModelText,ModelTypeText,TypeName,TypeNameFull,entity_id
G,2000,2,schwarz,274 g/km,4,2,11.5 l/100km,3199,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,8900,224,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 320,SL 320,SL 320,MERCEDES-BENZ SL 320,e2610e56-e46e-4340-8ea9-085a5bf36fdf
null,2006,4,anthrazit,null,3,5,null,8300,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automatik-Getriebe,41000,505,Pick-up,Benzin,Zuzwil,DODGE,Ram,Ram SRT-10,SRT-10,DODGE Ram SRT-10,0ca64980-3d89-4720-a0bf-86527dcce157
G,2000,5,null,288 g/km,11,5,12.0 l/100km,2671,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Schaltgetriebe manuell,51800,380,Kombi,Benzin,Zuzwil,AUDI,RS4,RS4 Avant quattro,RS4 Avant quattro,AUDI RS4 Avant quattro,0c8fba13-6b6f-4404-8bdd-e10efdbf0e4b
G,2003,5,schwarz,356 g/km,6,5,14.9 l/100km,4619,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automat sequentiell,21800,347,SUV / Geländewagen,Benzin,Zuzwil,BMW,X5,X5 4.6is,X5 4.6is,BMW X5 4.6is,7b615c5e-5db3-44b5-bc93-d7a23d7a73c2
null,1999,2,grün,575 g/km,7,2,24.9 l/100km,5707,Occasion,null,schwarz mét.,Hinterradantrieb,Schaltgetriebe manuell,45700,530,Coupé,Benzin,Porrentruy,LAMBORGHINI,DIABLO,Diablo 5.7 SV,Diablo 5.7 SV,LAMBORGHINI Diablo 5.7 SV,041439b5-6fe0-4e84-b6fc-c5bb89210301
null,1978,2,schwarz,null,7,2,null,0,Occasion,null,schwarz mét.,Hinterradantrieb,Schaltgetriebe,115100,128,Coupé,Benzin,Zuzwil,FIAT,SPIDER,SPIDER CSA,CSA,FIAT SPIDER CSA,edd09b72-4b4d-40c4-9c68-60668575741c
G,2012,4,schwarz,232 g/km,1,5,9.9 l/100km,4395,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,12000,560,Limousine,Benzin,Zuzwil,BMW,M5,M5,M5,BMW M5,a800e633-8f31-4d05-bbb2-7e692faa6822
G,2009,2,schwarz,396 g/km,6,4,16.6 l/100km,5998,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automat,76200,560,Cabriolet,Benzin,Zuzwil,BENTLEY,CONTINENTAL,Continental GTC 6.0,Continental GTC 6.0,BENTLEY Continental GTC 6.0,265fc0b8-8ef6-40ec-8afe-a8938b53d4d4
null,1993,2,beige,null,3,2,null,5707,Occasion,"""Ab MFK""",blau,Hinterradantrieb,Schaltgetriebe manuell,26800,492,Coupé,Benzin,Zuzwil,LAMBORGHINI,DIABLO,Diablo 5.7,Diablo 5.7,LAMBORGHINI Diablo 5.7,7bd7b649-b7dc-45f9-b3b4-475cf425d43c
null,2008,2,schwarz,null,6,4,null,5439,Occasion,"""Ab MFK""",schwarz mét.,null,null,500,582,Cabriolet,null,Zuzwil,MERCEDES-BENZ,,CLK DTM AMG Cabriolet,CLK DTM AMG Cabriolet,MERCEDES-BENZ CLK DTM AMG Cabriolet,19e8f16e-91bd-411b-b364-c6e87bebb022
G,2010,4,schwarz,244 g/km,6,5,10.5 l/100km,5461,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat sequentiell,13200,544,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,S 63 AMG,S 63 AMG,S 63 AMG,MERCEDES-BENZ S 63 AMG,e2d19d7f-b6b9-4ad4-bf2b-4deb51f00c31
G,2009,2,schwarz,385 g/km,7,4,16.4 l/100km,4691,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,45000,440,Coupé,Benzin,Zuzwil,MASERATI,GRANTURISMO,GranTurismo S,GranTurismo S,MASERATI GranTurismo S,ec6171e9-e12e-4dbf-b55f-20cd0ee2eb79
G,2009,2,anthrazit,480 g/km,7,2,20.6 l/100km,6496,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automatisiertes Schaltgetriebe,9500,670,Coupé,Benzin,Zuzwil,LAMBORGHINI,MURCIÉLAGO,Murciélago LP670-4 SV Cpé,Murciélago LP670-4 SV Cpé,LAMBORGHINI Murciélago LP670-4 SV Cpé,6f9bbafa-28d3-437f-9a2f-198e961d7614
G,2000,2,schwarz,299 g/km,4,4,12.5 l/100km,3996,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,107100,363,Cabriolet,Benzin,Zuzwil,JAGUAR,XK,XKR S/C Convertible,XKR S/C Convertible,JAGUAR XKR S/C Convertible,233b10e0-a0a2-4628-b674-ff2223088522
G,2004,2,null,450 g/km,7,2,19.5 l/100km,4961,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automatisiertes Schaltgetriebe,36700,500,Coupé,Benzin,Zuzwil,LAMBORGHINI,GALLARDO,Gallardo 5.0 V10 Coupé,Gallardo 5.0 V10 Coupé,LAMBORGHINI Gallardo 5.0 V10 Coupé,bf6349d2-a762-45ba-bb43-84db18a50141
null,2000,2,beige,null,1,4,null,5727,Occasion,"""Ab MFK"", ""Tuning""",schwarz mét.,Hinterradantrieb,Automatik-Getriebe,33000,400,Coupé,Benzin,Zuzwil,MERCEDES-BENZ,,CL 5.8 BRABUS,CL 5.8 BRABUS,MERCEDES-BENZ CL 5.8 BRABUS,3d53a611-6756-4ae8-b27a-43d38f74d119
G,2002,5,schwarz,356 g/km,8,5,14.9 l/100km,4619,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automat sequentiell,32900,347,SUV / Geländewagen,Benzin,Zuzwil,BMW,X5,X5 4.6is,X5 4.6is,BMW X5 4.6is,34fa80eb-72ee-4c0b-baf5-f69ca89b1a36
G,2004,2,grau,null,9,2,15.1 l/100km,5981,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,33613,612,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 65 AMG,SL 65 AMG,SL 65 AMG,MERCEDES-BENZ SL 65 AMG,27568532-a5a9-49ff-a292-3c64fc091be5
G,2013,5,schwarz,229 g/km,3,5,9.8 l/100km,3993,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automat sequentiell,6000,560,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant 4.0 TFSI V8 qu,RS6 Avant 4.0 TFSI V8 qu,AUDI RS6 Avant 4.0 TFSI V8 qu,37b30ac5-18f5-48b6-92c6-879b98976d38
null,1984,3,schwarz,null,8,4,null,2492,Occasion,null,blau,Hinterradantrieb,Schaltgetriebe manuell,75000,160,Coupé,Benzin,Zuzwil,ALFA ROMEO,GTV,GTV 6 2.5,GTV 6 2.5,ALFA ROMEO GTV 6 2.5,b5ce4f01-068a-4ea4-9f66-45fa8d8522bc
null,1995,5,schwarz,414 g/km,12,5,16.2 l/100km,4554,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automat,46500,226,SUV / Geländewagen,Benzin,Zuzwil,LAND ROVER,RANGE ROVER,Range Rover 4.6 HSE,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE,78cba7a6-2e5b-4f55-b31e-f3c9dbc242d4
G,2002,4,mehrfarbig,495 g/km,6,5,20.6 l/100km,6761,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,36000,457,Limousine,Benzin,Zuzwil,BENTLEY,ARNAGE,Arnage T,Arnage T,BENTLEY Arnage T,b9df5204-ae62-4eef-bc25-cdeb6c8fba39
null,1998,5,schwarz,280 g/km,1,5,11.7 l/100km,4266,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,64100,306,Kombi,Benzin,Zuzwil,MERCEDES-BENZ,C 43 AMG,C 43 AMG Sport,C 43 AMG Sport,MERCEDES-BENZ C 43 AMG Sport,7b774035-9b98-4540-a033-c48a03ec31b0
G,2003,5,schwarz,350 g/km,1,5,14.6 l/100km,4172,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automat sequentiell,59000,450,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,1c94523a-7724-4803-8de9-13e28e945f68
null,1998,2,beige,null,5,4,11.8 l/100km,3387,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automatik-Getriebe,26000,300,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Carrera,911 Carrera,PORSCHE 911 Carrera,6fb2d221-0f37-43a2-a3c8-6bb57cb6b9c7
null,1980,3,schwarz,null,5,2,null,1995,Occasion,null,schwarz mét.,null,Schaltgetriebe,80000,115,Limousine,Benzin,Zuzwil,FIAT,131,131 Racing / Sport,Racing / Sport,FIAT 131 Racing / Sport,ac44a8a8-b50a-410e-a298-ff73bf0ec9fd
G,2006,2,schwarz,285 g/km,5,2,11.8 l/100km,3824,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Schaltgetriebe manuell,30600,355,Cabriolet,Benzin,Zuzwil,PORSCHE,911,911 Carrera 4S Cabrio,911 Carrera 4S Cabrio,PORSCHE 911 Carrera 4S Cabrio,6bcd4818-a86d-4c93-9146-591d8bc3b7b0
G,2003,2,schwarz,340 g/km,1,2,14.2 l/100km,5439,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,32500,500,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,42f98dad-378f-409f-b440-9e8f2e0a12ec
null,1978,2,schwarz,null,7,2,null,1397,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Schaltgetriebe,90000,93,Coupé,Benzin,Zuzwil,RENAULT,Alpine A110,Alpine A110 Modell 1400 FASA,Modell 1400 FASA,RENAULT Alpine A110 Modell 1400 FASA,f7a5c362-f3b6-4245-a783-11f59477dd54
null,2001,2,schwarz,null,4,4,null,3600,Occasion,"""Ab MFK"", ""Tuning""",schwarz mét.,Hinterradantrieb,Schaltgetriebe,16300,650,Coupé,Benzin,Zuzwil,PORSCHE,911,911 GTR (GT3),GTR (GT3),PORSCHE 911 GTR (GT3),17a1a8ed-5db9-4892-8357-d90738fc33d6
null,1996,2,grau,null,1,4,11.9 l/100km,3600,Occasion,"""Ab MFK""",blau,Hinterradantrieb,Schaltgetriebe manuell,78000,285,Cabriolet,Benzin,Zuzwil,PORSCHE,911,911 Carrera Cabrio,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio,686676f9-321c-4f11-8328-5240cf0acf05
G,2004,2,schwarz,440 g/km,3,2,19.1 l/100km,3586,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,27650,415,Coupé,Benzin,Zuzwil,FERRARI,F360,F360 Challenge stradale,F360 Challenge stradale,FERRARI F360 Challenge stradale,c6cb180e-032d-4143-9ac0-04acb5e20df2
G,2005,4,schwarz,326 g/km,6,4,13.6 l/100km,5439,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat sequentiell,77000,476,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,CLS 55 AMG,CLS 55 AMG,CLS 55 AMG,MERCEDES-BENZ CLS 55 AMG,69e3bb1b-84a7-446b-b56a-a9a7c6013d0f
G,2003,4,schwarz,250 g/km,4,5,10.4 l/100km,2597,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,89200,177,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,E 240,E 240 Elégance,E 240 Elégance,MERCEDES-BENZ E 240 Elégance,4bb92ef4-9ba8-418c-80ea-6c42fbabc82a
null,1982,2,null,null,9,5,9.0 l/100km,2315,Occasion,"""Ab MFK""",schwarz mét.,null,null,64700,143,Coupé,Benzin,Zuzwil,BMW,323,323 E21,E21,BMW 323 E21,9bc6a197-a007-4f01-9a20-528599c1be60
G,2004,2,schwarz,294 g/km,3,4,12.1 l/100km,3596,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automat,75600,320,Cabriolet,Benzin,Zuzwil,PORSCHE,911,911 Carrera 4 S Cabrio,911 Carrera 4 S Cabrio,PORSCHE 911 Carrera 4 S Cabrio,682ffc57-e209-4f26-8b4a-0fb12fc755fc
G,2007,2,schwarz,309 g/km,9,2,12.9 l/100km,3600,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Schaltgetriebe manuell,46500,480,Cabriolet,Benzin,Zuzwil,PORSCHE,911,911 Turbo Cabrio,911 Turbo Cabrio,PORSCHE 911 Turbo Cabrio,2cea7515-059e-4151-aa24-04e4c4a755b9
null,1995,5,grau,414 g/km,11,5,16.2 l/100km,4554,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automat,70400,226,SUV / Geländewagen,Benzin,Zuzwil,LAND ROVER,RANGE ROVER,Range Rover 4.6 HSE,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE,f8ed4807-d1b8-4805-83f6-f307a8252058
G,2003,2,schwarz,268 g/km,8,2,11.2 l/100km,3199,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,123400,354,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SLK 32 AMG,SLK 32 AMG,SLK 32 AMG,MERCEDES-BENZ SLK 32 AMG,49efdb8e-9c5b-41d8-9cfb-67613cd764c7
G,2012,4,schwarz,221 g/km,5,5,9.5 l/100km,4395,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat sequentiell,19100,540,Limousine,Benzin,Zuzwil,BMW-ALPINA,5 SERIES,B5 BiTurbo 4.4 V8,B5 BiTurbo 4.4 V8,BMW-ALPINA B5 BiTurbo 4.4 V8,3920d076-f343-489c-9590-4d3156bc2769
null,1997,2,mehrfarbig,null,4,2,null,5707,Occasion,null,schwarz mét.,Hinterradantrieb,Schaltgetriebe manuell,55000,492,Coupé,Benzin,Zuzwil,LAMBORGHINI,DIABLO,Diablo 5.7,Diablo 5.7,LAMBORGHINI Diablo 5.7,1549859c-b027-4f2d-8d16-69d5beddadd0
G,2010,5,schwarz,286 g/km,1,4,12.2 l/100km,4806,Occasion,"""Ab MFK""",blau,Allrad,Automatisiertes Schaltgetriebe,26800,500,Limousine,Benzin,Zuzwil,PORSCHE,PANAMERA,Panamera Turbo 4.8,Panamera Turbo 4.8,PORSCHE Panamera Turbo 4.8,17adf343-0511-4f46-ae19-fb688554ab69
G,2002,5,schwarz,350 g/km,7,5,14.6 l/100km,4172,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automat sequentiell,21400,450,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,1c319191-7a8b-475d-94d9-af4cd4078e77
F,2007,5,anthrazit,184 g/km,8,5,6.9 l/100km,1995,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,162000,163,Kombi,Diesel,Zuzwil,BMW,320,320d Touring,320d Touring,BMW 320d Touring,3f1d6133-1365-4696-8fe1-53b3b9339b2d
null,1974,2,schwarz,null,7,4,null,1990,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Schaltgetriebe,82600,170,Limousine,Benzin,Zuzwil,BMW,2002,2002 Turbo,Turbo,BMW 2002 Turbo,1b3048b3-212f-4a7a-8bf6-4d9dfab82d40
null,1983,2,mehrfarbig,null,9,4,null,2664,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Schaltgetriebe manuell,111990,150,Coupé,Benzin,Zuzwil,RENAULT,ALPINE,Alpine A310 V6,Alpine A310 V6,RENAULT Alpine A310 V6,05b407ba-e0a3-4dcd-80d2-5ff0dd5f3498
null,1998,2,schwarz,328 g/km,2,0,14.3 l/100km,4973,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,30400,320,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,93937809-964d-4e4a-90e5-0517f53ca622
G,2000,2,schwarz,285 g/km,9,4,11.8 l/100km,3387,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Schaltgetriebe manuell,77600,300,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Carrera,911 Carrera,PORSCHE 911 Carrera,b31f3536-3441-4c79-b124-ceb1a62bc578
G,2002,5,schwarz,356 g/km,2,5,14.9 l/100km,4619,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automat sequentiell,23800,347,SUV / Geländewagen,Benzin,Zuzwil,BMW,X5,X5 4.6is,X5 4.6is,BMW X5 4.6is,502a5899-8d17-4997-8430-eaa2bfb39613
G,2013,4,braun,232 g/km,3,5,9.9 l/100km,4395,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,4600,560,Limousine,Benzin,Zuzwil,BMW,M5,M5,M5,BMW M5,d0d61308-98a5-460b-aea6-c9a6bf1a6ea9
G,2008,5,schwarz,333 g/km,11,5,14.0 l/100km,4991,Occasion,null,schwarz mét.,Allrad,Automat sequentiell,48200,580,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,0716854b-2c14-40d3-b547-1add3486b320
null,2002,2,blau,400 g/km,10,4,17.5 l/100km,4244,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automatik-Getriebe,23200,390,Coupé,Benzin,Zuzwil,MASERATI,COUPÉ GT,Coupé GT,Coupé GT,MASERATI Coupé GT,2939faa2-9b07-4046-b48c-b079eeec5d54
G,2012,2,schwarz,328 g/km,3,2,14.1 l/100km,6209,Occasion,"""Ab MFK""",blau,Hinterradantrieb,Automat sequentiell,19999,525,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 63 AMG,SL 63 AMG,SL 63 AMG,MERCEDES-BENZ SL 63 AMG,7d695cb1-4cb4-4c08-8518-6f4ec3d8f954
G,2003,5,braun,350 g/km,6,5,14.6 l/100km,4172,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automat sequentiell,41100,450,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,930398d2-a479-4dfe-ad67-d46b47a3f490
G,2003,2,anthrazit,340 g/km,2,2,14.2 l/100km,5439,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,45200,500,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,2b43f261-11b4-4e62-90c5-30546df50b03
G,2010,4,schwarz,247 g/km,1,5,10.6 l/100km,3498,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automat sequentiell,110800,272,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,S 350,S 350 L 4Matic,S 350 L 4Matic,MERCEDES-BENZ S 350 L 4Matic,942e8a4d-9ce0-462b-a942-ef84b56893d0
null,2002,5,schwarz,233 g/km,8,5,9.7 l/100km,2976,Occasion,"""Ab MFK""",schwarz mét.,Vorderradantrieb,Automatik-Getriebe,101900,220,Kombi,Benzin,Zuzwil,AUDI,A4,A4 Avant 3.0 V6,A4 Avant 3.0 V6,AUDI A4 Avant 3.0 V6,21078eb2-0158-49b9-b5d5-90eb080ef86b
F,2008,5,anthrazit,180 g/km,3,7,7.5 l/100km,1390,Occasion,"""Ab MFK""",schwarz mét.,Vorderradantrieb,Schaltgetriebe manuell,71700,140,Kompaktvan / Minivan,Benzin,Zuzwil,VW,TOURAN,Touran 1.4 TSI Trend,Touran 1.4 TSI Trend,VW Touran 1.4 TSI Trend,427f3748-f13c-429f-8c77-fbeb5f5dd7bc
null,1996,4,schwarz,null,1,5,16.9 l/100km,5987,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,125000,394,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,S 600,S 600 L,S 600 L,MERCEDES-BENZ S 600 L,643f6f0f-17a6-4d5e-8aec-6be07bbfa7c9
null,1973,2,schwarz,null,1,0,null,3003,Occasion,"""Ab MFK""",schwarz mét.,null,null,129800,200,Limousine,Benzin,Zuzwil,BMW,3.0,3.0 CSL,CSL,BMW 3.0 CSL,832ba366-12bf-4b02-9f6d-7461990e0ae0
G,2005,2,beige,475 g/km,4,4,20.7 l/100km,5748,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,36000,540,Coupé,Benzin,Zuzwil,FERRARI,612,612,612,FERRARI 612,e9c66ca9-3d8d-4932-88bf-45f7512fa7b1
G,2008,5,schwarz,378 g/km,1,5,15.9 l/100km,5439,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automat sequentiell,49600,500,SUV / Geländewagen,Benzin,Zuzwil,MERCEDES-BENZ,G 55 AMG,G 55 AMG,G 55 AMG,MERCEDES-BENZ G 55 AMG,21bb2eb5-a4ff-4502-b771-2bc5973001f8
null,1966,0,schwarz,null,9,2,null,2199,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Schaltgetriebe,18000,0,SUV / Geländewagen,Benzin,Zuzwil,KAISER,,CJ-5 12V ARMEEFAHRZEUG,CJ-5 12V ARMEEFAHRZEUG,KAISER CJ-5 12V ARMEEFAHRZEUG,ec7b22e7-b735-4679-a12d-62f60240c5b6
null,1993,2,schwarz,null,3,0,null,5984,Occasion,"""Ab MFK""",blau,Hinterradantrieb,Automat,37000,394,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,58a98d95-10ad-4723-ba2f-64ed02c6e888
G,1999,4,beige,276 g/km,3,5,11.5 l/100km,3199,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,73700,224,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,S 320,S 320,S 320,MERCEDES-BENZ S 320,c132e7a3-87ec-4ac9-8f71-0c80c2b23c6c
null,1997,2,grau,328 g/km,8,2,14.3 l/100km,4973,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,39800,320,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,6a2a44cf-8c36-4636-80ff-e67f4cfcde9f
G,2007,2,mehrfarbig,291 g/km,4,2,12.2 l/100km,5461,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat sequentiell,47900,388,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,54930dcb-13ea-41da-899e-f50aafc8af4b
null,2005,2,schwarz,null,5,2,null,1781,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Schaltgetriebe,16000,225,Cabriolet,Benzin,Zuzwil,LOTUS,,HKT Seven GTS,HKT Seven GTS,LOTUS HKT Seven GTS,828a9fa4-1165-4e60-a019-153f5330df60
null,1982,4,grau,null,3,4,null,2171,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Schaltgetriebe,40100,150,Coupé,Benzin,Zuzwil,TALBOT,,Sunbeam Lotus,Sunbeam Lotus,TALBOT Sunbeam Lotus,50838dc0-424c-401e-b49e-19b74ab3d8be
null,2002,5,schwarz,214 g/km,7,5,9.0 l/100km,2290,Occasion,"""Ab MFK""",schwarz mét.,Vorderradantrieb,Automatik-Getriebe,117100,250,Kombi,Benzin,Zuzwil,SAAB,9-5,9-5 2.3T Aero,9-5 2.3T Aero,SAAB 9-5 2.3T Aero,aa50060f-fb13-451a-97d8-c28e9c183c2c
G,2009,2,schwarz,327 g/km,7,2,13.7 l/100km,5204,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automatisiertes Schaltgetriebe,26500,525,Coupé,Benzin,Zuzwil,AUDI,R8,R8 Coupé 5.2,R8 Coupé 5.2,AUDI R8 Coupé 5.2,0e9b6f88-a0db-4afd-804b-83740c89a5f6
null,2002,4,beige,null,2,5,null,4602,Occasion,"""Ab MFK""",schwarz mét.,Vorderradantrieb,Automat,119600,0,Limousine,Benzin,Zuzwil,LINCOLN,Continental,Continental,null,LINCOLN Continental,40462d94-0541-429b-85b8-55f6c000cb85
null,1996,2,beige,null,3,5,null,2788,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,40600,284,Coupé,Benzin,Zuzwil,MASERATI,GHIBLI,Ghibli 2.8 GT,Ghibli 2.8 GT,MASERATI Ghibli 2.8 GT,2a37698f-8c5d-434d-8a23-36fda0a9aef1
G,2000,4,schwarz,320 g/km,5,5,13.4 l/100km,4966,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,74500,306,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,S 500,S 500 L,S 500 L,MERCEDES-BENZ S 500 L,1e0339b7-0556-4081-8d36-a5fc67c181fa
G,2005,2,schwarz,394 g/km,11,4,16.5 l/100km,5935,Occasion,"""Ab MFK""",anthrazit mét.,Hinterradantrieb,Automat sequentiell,31800,457,Cabriolet,Benzin,Zuzwil,ASTON MARTIN,DB9,DB9 Volante,DB9 Volante,ASTON MARTIN DB9 Volante,4958e32b-d30b-4fa4-a966-776064c51fb7
null,1995,5,beige,null,2,5,null,1994,Occasion,"""Ab MFK""",blau,Allrad,Schaltgetriebe,68000,212,Limousine,Benzin,Zuzwil,LANCIA,DELTA,DELTA Integrale EVO,Integrale EVO,LANCIA DELTA Integrale EVO,1cec5ab8-0fa5-402c-a139-1499a3084e8b
null,2002,4,beige,225 g/km,2,5,9.4 l/100km,2494,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automatik-Getriebe,125900,193,Limousine,Benzin,Zuzwil,BMW,525,525i,525i,BMW 525i,067b80dc-5b33-411e-a97d-6d1a4114168d
G,2012,2,schwarz,239 g/km,6,4,10.3 l/100km,4395,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,66800,560,Cabriolet,Benzin,Zuzwil,BMW,M6,M6,M6,BMW M6,9538e939-8938-4bfb-b861-4bb16575402e
G,2008,2,schwarz,369 g/km,6,2,15.3 l/100km,6209,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat sequentiell,45000,507,Coupé,Benzin,Zuzwil,MERCEDES-BENZ,CLK 63 AMG,CLK 63 AMG Black Series,CLK 63 AMG Black Series,MERCEDES-BENZ CLK 63 AMG Black Series,102c86b1-ed43-4610-8d46-714bfae843f7
null,1993,2,schwarz,null,10,2,null,3598,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Schaltgetriebe,128200,445,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Turbo ll 3.6,Turbo ll 3.6,PORSCHE 911 Turbo ll 3.6,95dfb63c-5828-446d-810a-06a41dc0b7f1
null,1997,4,grau,305 g/km,8,5,13.4 l/100km,3199,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,58000,231,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,S 320,S 320,S 320,MERCEDES-BENZ S 320,042fc20b-c041-47ca-9ca9-b987c0ac9f28
